country,title,company,location,employment_type,seniority,applicants,description
Singapore,Product Data Analyst - Data Analysis,"
                TikTok
              ","
              Singapore, Singapore
            ","
            Engineering
          ","
          Full-time
        ","
          29 applicants
        ","
Responsibilities [About Tiktok]TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. [About the Team]The Product Data Analytics Team analyzes a combination of product usage and product performance data to derive meaningful insights that would serve as a guide to better product and decision making for our business leaders.[Responsibilities]- Perform analysis on product usage product performance data.- Identify factors affecting product usage, performance and growth, derive meaningful insights to guide to better product and decision making for our business leaders.- Work with cross functional partners (Product Managers/Operations/Engineering etc.) for product optimization and bring value to the business.- Design A/B experiments to optimize and drive future product developments.- Perform market activity analysis and any other analytics that would help guide product and business decision making.- Construct specialized data models based on product needs and business requirements.- Able to operate with minimal supervision and independently identify + support data analysis needs of product and business lines.  - Coach and mentor junior members of the team. Setting clear team goals and overseeing day to day team operation. Qualifications [Minimum Qualifications]- Bachelor's degree in Statistics, Mathematics or any other relevant fields.- 2+ years of proven work experience in Analytics of any Internet or large scale B2C products.- Excellent communication skills with ability to communicate conclusions effectively to both technical and non-technical audiences.- Ability to partner effectively with product and business leaders. Using data to influence stakeholders in a matrixed organization.- Proficiency in Tableau, or similar data visualization tools.- Proficiency in SQL, Python.- Strong user affinity with solid understanding of product usage and performance.
      "
Singapore,Data Analyst (Marketing Analytics),"
                Shopee
              ","
              Singapore, Singapore
            ","
            Information Technology
          ","
          Full-time
        ","
            Over 200 applicants
          ","
Job DescriptionProvide data and insight support for specific marketing function, work with teams across our global offices Develop smart and efficient solutions to reporting and data extraction needs using SQL, Python, SparkProduce actionable insights that will be used to support or devise new marketing strategiesWork with big data using Hadoop ecosystem, with support from data engineersProblem solve on evolving new analytical or data tracking needs, with business and technical teamsRequirementsExperience in Business Intelligence/Data Analytics in tech/e-commerce or fast-paced environment is preferredStrong technical skills in Python and SQLAbility to pay attention to details and manage tasks effectivelyPassionate about data and solving challenging problems(Strong plus but not required) Proficiency in VBA/Spark(Plus but not required) Degree in related disciplines (e.g., Computer Science, Analytics, IT, Engineering)
"
Singapore,Data Analyst,"
                Experis Singapore
              ","
              Singapore, Singapore
            ","
            Engineering, Information Technology, and Management
          ","
          Full-time
        ","
            Over 200 applicants
          ","
Job description:Work with data science team for data analytics.Develop data processing pipelines for data modelling, analysis, and reporting from large and complex transaction datasets.Build BI dashboards with Tableau and internal BI tools for data insights and business support. Requirements:Degree in Computer Science or related technical field.2+ years of working experience in data analysis/data warehouse/mart development and BI reporting.Good understanding of Python, SQL, HiveQL/SparkSQL and the relevant best practices/techniques for perf tuning.Working experience in building BI dashboards with Tableau and other BI tools.Good analytical and technical skills in building batch/streaming data pipelines for big data.Interested applicants please submit your resume to shirley.rajasekar@experis.com.sg or click Apply Now button.We regret to inform that successful applicants will be contacted. Thank you.Shirley MonishaPersonal Reg No: R22106767Manpower Staffing Services (S) Pte LtdEA License No: 02C3423Rajasekar Shirley Monisha License No.: 02C3423 Personnel Registration No.: R22106767Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.experis.com.sg/privacy-policy
"
Singapore,Data Analyst - Behavioral Data,"
                OKX
              ","
              Singapore, Singapore
            ","
            Marketing and Sales
          ","
          Full-time
        ","
          114 applicants
        ","
Job Responsibilities:Research the different performance of users in the entire life cycle of the platform, conduct multi-dimensional hierarchical research on users through quantitative/qualitative analysis;In-depth cooperation with product/growth teams to conduct special user portrait analysis for different projects/purposes;According to the characteristics of platform users, research and analyze to formulate different growth strategies, and have the ability to promote the landing.Job requirements:Proficient in using sql/python/spss and other data analysis tools, with certain data modeling capabilities;High data sensitivity, able to analyze data and provide solutions from the perspective of business optimization;Interested in the digital currency/blockchain industry, and have a deep level of participation;Good communication skills, able to maintain good communication and collaboration with multiple teams;Strong self-driven, with strong learning ability and curiosity.
"
Singapore,Data Analyst,"
                Ninja Van
              ","
              Singapore, Singapore
            ","
            Information Technology
          ","
          Full-time
        ","
          96 applicants
        ","
        Ninja Van is a tech-enabled logistics company on a mission to provide hassle-free delivery services for businesses of all sizes across Southeast Asia. Launched in 2014, we started operations in Singapore and have become the region's largest and fastest growing last-mile logistics company, partnering with over 35,000 merchants and delivering more than 1,000 parcels every minute across six countries.At our core, we are a technology company that is disrupting a massive industry with cutting-edge software and operational concepts. Powered by algorithm-based optimisation, dynamic routing, end-to-end tracking and a data-driven approach, we provide best-of-class delivery services that delight both the shippers and end customers. But we are just getting started! We have much room for improvement and many ideas that will further shape the industry.The Business Intelligence team partners closely with the management team/business functions to understand their needs and then meet these needs by analyzing and translating relevant data into meaningful, actionable outputs.ResponsibilitiesData Partner for Business StakeholdersCollaborate with stakeholders to understand business needs and translate them into data requirementsMine data and conduct analysis using a variety of analytical methodologies to identify trends, patterns and correlationsConcisely communicate analytical findings and recommendations to stakeholdersDevelop solutions, mainly in the form of reporting/monitoring tools, to address identified business needsTrain business users on developed data toolsData ProjectsIdentify business areas or gaps whereby data solutions can potentially generate stepwise improvements to organizational outcomesConduct analysis to quantify potential benefit to organization, subsequently presenting to key stakeholders to obtain buy-inDevelop data-driven solutions to drive desired outcomesBe involved in the implementation of the solution, ensuring alignment to ground processes and business needsQuantify and develop success matrices to determine success/ impact of projectMaintenance of Reports & Monitoring ToolsPeriodically conduct quality checks on dashboards and reporting tools, ensuring that data logics are updated and relevant to current business needsRequirements0 - 3 years of experience in data analytics, with demonstrated results in product/process improvement initiativesBachelor’s degree preferably in a quantitative major: Computer Science, Engineering, Mathematics or Statistics, or related fields with a strong academic recordFundamental SQL query experience is requiredExperience with Python, R (or other tools for statistical analysis) and data visualization tools will be a plusHigh level of self-motivation, with strong desire to deliver quality work that does not compromise with personal standardsSharp analytical abilities and a structured, data-driven approach to clarifying, scoping and solving problemsWell-developed interpersonal skills, strong verbal and written communication skills, able to convince and manage stakeholders through logical, data-driven methodologiesHigh level of organizational and time management skills, and attention to detailSubmit a job applicationBy applying to the job, you acknowledge that you have read, understood and agreed to our Privacy Policy Notice (the “Notice”) and consent to the collection, use and/or disclosure of your personal data by Ninja Logistics Pte Ltd (the “Company”) for the purposes set out in the Notice. In the event that your job application or personal data was received from any third party pursuant to the purposes set out in the Notice, you warrant that such third party has been duly authorised by you to disclose your personal data to us for the purposes set out in the the Notice.
      "
Singapore,Data Analyst,"
                WhiteCoat Global
              ","
              Singapore, Singapore
            ","
            Health Care Provider
          ","
          Full-time
        ","
          41 applicants
        ","
        [#wearehiring] [If you are not viewing this at our career site, please go to tinyurl.com/wcgcareers for a better application experience]We are looking for a Data Analyst with 1-3 years of experience in data analytics to join our Data Science Team as we embark on our expansion plan in the region. This role will report to Jessica Koh, our Chief Data & Product Officer. Fresh graduates with extensive internship experience in data analytics are welcome to apply too.If you have fewer years of experience, you are welcome to apply as we are growing our Data Science Team and are looking to grow talents from within with accelerated career progression opportunity.
      "
Singapore,Data Analyst,"
                Horangi Cyber Security
              ","
              Singapore, Singapore
            ","
            Information Technology
          ","
          Full-time
        ","
          149 applicants
        ","
Building a Safer Cyberspace: At Horangi, we’re passionate about building a safer cyberspace and creating software that solves challenging cybersecurity problems. Horangi focuses on building partnerships with our customers, developing an understanding of their business goals and building a security strategy that helps achieve their objectives. Horangi’s personnel have an extensive engineering experience and strong background in penetration testing and strategic consulting, partnering both large multinational networks and small organizations with focused missions. We enjoy solving tough security problems and we are eager to find new challenges and build new relationships. Get to know the roleTo develop and maintain automated reports (Python, SQL) and dashboards (Google DataStudio) for teams (both local and regional) to measure performance. Work closely with various teams within Horangi (Leadership, Marketing, Finance, Sales, etc.) to understand data requirements, identify and set-up systems to report and track key metrics. The day to day activitiesDevelop and maintain dashboards for teams to track and optimize performanceSupport a broad range of analytics projects, such as campaign and channel optimization, sales pipeline coverage, revenue recognition, etc. Develop data visualizations and present results to internal stakeholdersContribute to improving data quality and data reporting processes The must havesBachelor's degree in Statistics, Analytics, Economics, Mathematics, Engineering or other quantitative subjects are requiredKnowledge of analytical tools, including Excel, database querying (SQL), relational databasesSome experience with PythonExperience with data visualization tools, such as Google DataStudio - preferredFast learner, ability to acquire new technical skills as neededStrong communication skillsVersatile, self-driven, detail-orientedFull professional working proficiency in the English language is requiredFounded by ex-Palantir Technologies engineers, Horangi prides itself as being the Cloud Security Champions in Asia backed by a team of global cybersecurity experts and trusted by industry leaders such as Gojek, MoneySmart, PropertyGuru and Tiket.com.We built our Cloud Security product using AWS technology and cloud best practices to provide the security, performance and reliability of our platform as we ship rapidly in our agile software development. We adopt an event-driven architecture and embrace serverless technologies that are backed with 100% infrastructure as code. We build our app using reliable tools and frameworks that our team knows and trusts, including Python, Docker, TypeScript, React and GraphQL.Horangi has a positive, diverse, and supportive culture, and we look for people who are curious, inventive and work to be a little better every single day. We work in a fast-paced, dynamic and get-things-done culture. Horangi is always looking to hire collaborative, humble and highly driven individuals who want to make a difference.Level yourself up as a cloud security expert and do the best work of your life here at Horangi.
"
Singapore,"Data Analyst (Wealth Management Fintech, up to $5.5k)",ERROR COMPANY,"
              Singapore, Singapore
            ","
          Full-time
        ","
            Entry level
          ","
            Be among the first 25 applicants
          ","
ResponsibilitiesClient/Stakeholder Management:Work with clients to understand requirements, define scope, design and deliver custom solutions, answer report related queries in a timely mannerEnsure good flow of communication with clients as well as internal teams to ensure that deliverables are completed within agreed timelinesReport DeliveryManage the list of reporting requests and prioritize them based on internal/external feedbackProduce high quality client reports and dashboards using Tableau and StimulsoftProvide quality assurance support by reviewing reports for inconsistencies, validating output against requirements, reporting criteria and formatting criteriaWhere applicable, work with product and technical teams to ensure completeness of solution and removal of any blockers to executionContinuously enhance the reporting standard solutions available to include new types of analyses, improve quality of existing analyses to enhance usability of these reportsProcess/Product ImprovementActively contribute to the enhancement of our internal systems to make our processes more efficient, accurate and timelyEvaluate changes and updates to source production systems to ensure impact to client reports are managed proactivelyWork cross-functionally to ensure operations can be scaled up effectively to support business growthRequirementsMinimum 2 years working experienceSolid knowledge of financial/investments products and portfolio evaluation metricsProficiency with data visualization tools such as Tableau and willingness to learn new tools like StimusoftProficiency in SQLProficiency in Python would be an added advantageStrong analytical/data analysis as well as data wrangling skillsSolid organizational and time management skills including attention to detail and multitaskingAbility to work well independently as well as part of a teamInterested applicants, please email a copy of your latest resume.Kimberley ConsultingReg No: 10C5555Hoe ChangBangEA License: R1435209
      "
Singapore,Data Analyst - Graduate Programme,"
                FDM Group
              ","
              Singapore, Singapore
            ","
            Analyst, Consulting, and Information Technology
          ","
          Full-time
        ","
            Over 200 applicants
          ","
There are thousands of graduates in the market — Stand out from the crowd! Technology is transforming all our lives – developments in robotics, automation, artificial intelligence and big data are creating the careers of the future. Digital careers need intelligent, analytical minds, people who want to make a difference; graduates who desire to be at the forefront of change.  Regardless of your degree subject, we believe all graduates possess the skills to fuel an exciting career in technology. We are currently seeking candidates interested in building a career in Data Engineering.As a Junior Data Engineering Consultant, you will design, develop and test a large-scale, custom distributed software system using the latest Big data technologies. You will be a technology advocate and share expertise with other team members. You will be a key partner to the business and the rest of the team throughout the delivery cycle and will work through challenging and interesting problems. Fast-track career progression is a key focus of FDM, and our program will put you on a pathway that could grow into leadership roles working within multinational organizations such as Standard Chartered Bank, DBS, RHB and ANZ to name a few.Once you’ve completed your training, you will work on client site on innovative technology projects, collaborating with stakeholders across the business and developing software solutions that shape our digital future.  We help thousands of graduates each year start their tech careers and fast-track their career progression. We welcome applications from all degree disciplines. You don't need a STEM degree, but you must be passionate about starting a career in tech and have a good aptitude for IT.  What we offer you: Industry-recognised training, covering both technical and professional skills, to ensure you are business ready. Opportunity to work with our market leading clients as part of their integrated teams. Comprehensive support and development programme throughout your entire FDM career journey including continued professional development, mentoring and networking events.  We ask you have the following: University degree (bachelor or higher) Eligibility to work in Singapore Exemplary communication skills and demonstrable interest and desire to work in technology Ability to commit to the full 2-year graduate careers programme  About FDM: FDM is the market leader in the Recruit, Train and Deploy sector, launching the careers of thousands of graduates, just like you, every year.  Our purpose is to create and inspire exciting careers that shape our digital future. We want to make sure that the opportunity for a career in tech is available to everyone and we are proud to be an equal opportunities employer. Despite COVID-19, we launched 1,200+ careers globally in 2020.  The FDM Graduate Programme starts with training at the FDM Singapore Academy. Following this, you will be placed with one or more of our clients to work as part of their team as an FDM Consultant for a period of two years.  After the two years, you can continue your journey with FDM, you may be offered a permanent position with the client, or you can pursue other opportunities.  With centres across APAC, Europe and North America, FDM has shown exponential growth throughout the years, firmly establishing itself as an award-winning FTSE 250 employer. In 2021, we received the GradSingapore Top 100 Graduate Employers award.  To find out more about us, follow us on social #FDMcareers.  At FDM it’s ‘business as usual’, we are recruiting now and throughout the year. Due to COVID-19 we have implemented alternative working arrangements to ensure that all our people stay safe. These consist of remote working, virtual training, video interviewing, and access to webinars and virtual events. We have training start dates happening throughout the year. If you’re looking to start your career in technology or business, we want to hear from you now! 
"
Singapore,Data Analyst,ERROR COMPANY,"
              Singapore, Singapore
            ","
          Full-time
        ","
            Entry level
          ","
            Be among the first 25 applicants
          ","
Company DescriptionPluang is a technology driven Indonesian wealth-tech investment company. Founded in 2019, Pluang’s mission is to democratize finance for all. We believe that everyone should have access to the financial markets, so we’ve built Pluang from the ground up to make investing friendly, approachable, and understandable for newcomers and experts alike. We are trusted by leading big tech companies in Indonesia sell Pluang Investment products in their platform and applications (GoInvestasi by Gojek, Dana eMAS by Dana and BukaEmas by Bukalapak)We are looking for a Data Analyst to join Pluang’s Singapore or Jakarta office. As a part of the data team, you will collaborate frequently with product, design, marketing, finance and engineering teams to drive valuable insights from large-scale teams and turn those into actions that improve the experience for our users.ResponsibilitiesWork with partners to identify the key metrics their product should track and build data pipelines, frameworks and dashboards to track and improve these metricsExplore our large data sets to improve our understanding of how our customers engage in PluangUse analytical techniques to improve operational and reporting efficiency or guide investment decisionsMonitor data processes, providing the support that teams rely on to make decisionsDesign and analyze A/B experiments to evaluate the impacts of features we add to our productEffectively communicate your work with team leads and cross-functional stakeholders on a regular basisQualificationsBS in a Computer Science, Math, Statistics, Economics, Engineering, Physics or a related field within 2+ years of experienceStrong SQL skills. You will need to write custom queries to pull data to support your assumption and hypothesisExperience with data visualization tools (e.g. Tableau and Looker)Experience with scripting and data analysis programming languages such as Python (numpy, scipy, pandas) or R programming languagesSolid understanding of statistical analysisStrong sense of ownership and accountability, with good attention to detailGood interpersonal skills and ability to work well in an international team environmentAbility to be agile and flexible in adapting in a dynamic environmentInterest in the investment or financial sector is a plus
"
Singapore,Data Analyst / Senior Data Analyst,ERROR COMPANY,"
              Singapore, Singapore
            ","
          Full-time
        ","
            Associate
          ","
            Be among the first 25 applicants
          ","
        Reports To: Manager, Data AnalyticsRelationships: APAC Business Intelligence, Analytics, Data Management and Data Science teams; APAC,international and global business functionsPurpose of positionThe Data Analyst is a pivotal role in a new divisional analytics organization supporting all APAC functionsand markets in the areas of Business Intelligence, Data Management, Data Analytics, and Data Science.This is a challenging role that supports APAC business functions and processes with applied analytics.Your role will be to investigate key business problems, discover insights and recommend improvementactions through data mining, statistical analysis and data visualization techniques. Next to that you willsupport other business functions and strategic projects with finding and understanding data, usertraining and coaching.Areas of responsibility1 - Data analysis: Support key APAC business processes with applied analytics Identify what data is needed, available and relevant to the problem Design and develop strategic methods for data collection and analysis Integrate and prepare datasets; build and evaluate data models Explore and analyze data using statistical and visualization techniques Define and describe common business metrics and KPI's Summarize and present findings and recommendations to business users and stakeholders inunderstandable and relevant ways, both verbally and visually Document and publish analyses so that others may reproduce and learn from prior work2 – Project support: Support key APAC business strategies with analytics solutions Provide analytical and subject matter expertise for the development of analytics solutionsneeded to support main business strategies and initiatives Work with peers in Business Intelligence, Data Management and Data Science to develop andprovide solutions Support the development of technical analytics solutions by communicating businessrequirements and providing subject matter expertise Build plans; ensure work progress; identify and report success measures Prepare and present progress reports and outcomes to stakeholders3 - Training and development: training solutions for analytical tools and techniques Conduct or support training sessions and provide coaching to analysts in business functions andother key user groups in APACTo Be Successful In This Role, You Will Need Education: A Bachelor’s degree or equivalent in Statistics, Business Analytics, Actuarial Studiesor similar discipline. Experience: 2 years practical, applied analytics experience in any industry (4 years for Senior) Applied analytical skills, including statistical knowledge; data modeling and visualization usingmodern BI/Analytics tools Good communication skills, including the ability to tell compelling stories with data, verbally andvisually A good understanding of fundamental business principles and problems and the ability toconstantly and independently ask questions, find answers, and learn Professional skills: influencing & persuasion; judgement & decision making; leadership; planning& organizing. Project management certification is a plus. SAFe Agile certification is a plus Fluency in written and spoken English
      "
Singapore,"Data Analyst, Data Management & Data Analytics","
                OCBC Bank
              ","
              Singapore, Singapore
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
DescriptionCandidate for this role is expected to provide support to the existing data management, quality and lineage solution and work closely with a dynamic team to design and implement data management & data quality-related initiatives (e.g., design/rollout of enterprise-wide data taxonomies, maintenance & implementation of solutions to facilitate data provenance & data discovery), enabling the bank to effectively leverage on data as an enterprise asset to support its strategic decision-making and actions. The function includes: Working with relevant business units to establish additional enterprise-wide data taxonomies, to enable consistent and comprehensive data aggregation & reportingImplementing solutions to facilitate more effective data discovery by data usersEstablishing data quality (“DQ”) metrics in IBM Information Analyser (IA) tool, and applying DQ diagnostics methodology via scalable tools to assess quality of data by users as part of data discoveryPerform impact analysis based on metadata captured in the IBM Information Governance Catalogue (IGC) and assist report stakeholder to understand the data whereabouts.Working internally with business units, data scientists and GDMO Data management and Analytics team to:Identify opportunities for enhancements in data management capabilities, and work with relevant stakeholders to address operational or data issues in the data pipelineEnsure data management processes comply with established framework & policiesCollaborating with IT to help adopt best practices in data system creation, data integrity, test design, analysis, validation, and documentationHelping continually to improve ongoing reporting and analysis processes, automating or simplifying self-service modeling and production support for users.Job QualificationsAt least 3 years of related working experience, specifically in the areas of data management and qualityPrior experience IBM Information Governance Catalogue, IBM Information Analyzer, Metadex harvesting adaptors and IBM REST API module for metadata loading is a must.Prior experience in building the taxonomies and reference data mapping is essential.Implementation experience in data-related projects of similar scope, scale and complexityStrong technical skills in the areas of data and database management, with experience in one or more query language (e.g., SQL, PL/SQL, DDL, MDX, HiveQL, SparkSQL, Scala)Experience with one or more scripting language (e.g., Python, KornShell)Experience in the reporting tools such as Qlikview or TableauExperience with data mining and data warehouse solutions. Knowledge in SAS and/or Teradata will be viewed favourablyAbility to deal with ambiguity and prioritise/manage multiple tasks, with good problem-solving skillsWilling to listen to multiple stakeholders and forge consensus on win-win solutions to meet sound data governance and management principlesPrimary LocationSingaporeJobRisk Portfolio ManagementOrganizationGroup Risk Management Division Management OfficeSchedulePermanentFull-timeJob Posting26-May-2022, 5:22:38 PM
      "
Singapore,Regional Data Analyst,"
                Ninja Van
              ","
              Singapore, Singapore
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
        Ninja Van is a tech-enabled logistics company on a mission to provide hassle-free delivery services for businesses of all sizes across Southeast Asia. Launched in 2014, we started operations in Singapore and have become the region's largest and fastest growing last-mile logistics company, partnering with over 35,000 merchants and delivering more than 1,000 parcels every minute across six countries.At our core, we are a technology company that is disrupting a massive industry with cutting-edge software and operational concepts. Powered by algorithm-based optimisation, dynamic routing, end-to-end tracking and a data-driven approach, we provide best-of-class delivery services that delight both the shippers and end customers. But we are just getting started! We have much room for improvement and many ideas that will further shape the industry.The Regional Data Analyst partners with business units, providing analytical support to help them achieve their objectives. Whether it's A/B testing product features, analysing the key drivers of operational performance or uncovering areas of cost improvement, the Data Analyst masters both the data and business domains to play a key role in decision-making. To note that there are different levels of data analysts within the team and the job roles are different.ResponsibilitiesWork with stakeholders to define business and information needsLiaise with stakeholders to identify issues and how analytics can help resolve such issuesSupport the translation of business needs into analytics and reporting requirementsSupport projects across the region, being involved on the ground Recommend types of data and data sources neededThink ahead and propose what new data sources should be made available to enhance the analysesGather data from internal systems and external sourcesClean databases to remove duplicated, outdated or irrelevant informationPerform data validation and quality control checksMine data to identify trends, patterns and correlationsDevelop solutions and recommendations to address information needDesign data reports and visualisation tools (dashboards) to facilitate data understandingRequirementsBachelor degree in a quantitative major: Computer Science, Engineering, Mathematics or Statistics1 - 3 years (data analyst) of experience in analytics and product / process improvement-related initiatives. Experience with SQL, Python, R (or other tools for statistical analysis) and data visualization tools a plusGood understanding of analytics and computational modelling, business needs analysis, data visualization & stakeholder managementAbility to display a structured thought process Submit a job applicationBy applying to the job, you acknowledge that you have read, understood and agreed to our Privacy Policy Notice (the “Notice”) and consent to the collection, use and/or disclosure of your personal data by Ninja Logistics Pte Ltd (the “Company”) for the purposes set out in the Notice. In the event that your job application or personal data was received from any third party pursuant to the purposes set out in the Notice, you warrant that such third party has been duly authorised by you to disclose your personal data to us for the purposes set out in the the Notice.
      "
Singapore,Data Analyst - Data Cycling Center,"
                TikTok
              ","
              Singapore, Singapore
            ","
            Information Technology
          ","
          Full-time
        ","
            Be among the first 25 applicants
          ","
Responsibilities Background on DCC TeamGiven the rapidly accelerating growth of ByteDance around the world, we are in the midst of creating a revolutionary platform for ByteDance products. The Data Cycling Centre (DCC), being the AI partner of Global Business Solution (GBS), uncovers white spaces within the organisation to create breakthroughs in the current process and strategic roadmap. Set on helping business owners make smarter decisions and providing industry-leading innovations to simplify and automate workflows, DCC uses quantitative and qualitative data to guide and uncover insights, turning our findings into real products to power exponential growth.Job DescriptionAs a Data Analyst, you will support multiple project teams on their quantitative and qualitative needs. This can range from sourcing data and building dashboards to running analysis and liasing with DB owners. You will also manage team level (DCC) data needs like setting up and managing databases, documenting data assets and requesting additional CPU and memory resources. Responsibilities- Act as data expert in the team who provides support for projects through sourcing, cleaning and analyzing of data - Engage DCC projects teams to understand their needs both quantitatively and qualitatively through deep and consistent interaction - Build data tools and dashboards to aid in team's ability to extract, track, understand and leverage data- Drive change and innovation through data driven insights and actionable reccomendations- Manage and grow teams knowledge through documentation of previous work (Queries, Scripts, Dashboard etc) and present information so that it will be easy for other members to leverage independantly- Design and manage DCC's data warehouse Qualifications - Bachelor's Degree in quantitative fields such as Statistics, Mathematics, Computer Science, Economics, Applied Analytics, Operations Research, Business Management, Engineering, Finance or any other relevant fields;- 2-5 years of experience in relevant field;- Strong technical skills in SQL and scripting languages (Python, R);- Experience with large databases or Hadoop ecosystem, Machine Learning and AI technologies;- Experience with designing and managing data warehouses such as: design data model, define data metric, data governance, ETL processes and so on;- Strong communication skills in English (both oral and written);- Ability to relay technical and non-technical information in a clear and concise manner;
      "
Singapore,Data Analyst,"
                Danone
              ","
              Singapore, Singapore
            ","
            Information Technology
          ","
          Full-time
        ","
          110 applicants
        ","
About The JobWithin the Specialised Nutrition Unit (SNU) Health Innovation, medical and market access department, you will work with a team of data scientists to identify and implement the appropriate analytic methods for projects of various sizes and levels of complexity, in close collaboration with our Digital Health teams.Our Mission is to positively impact people's health and your knowledge and expertise in data analytics would be a great asset to unleash the power of data and make it concrete for consumers, patients, healthcare professionals as well as our teams in SNU and CBUs. About you About us Identify and implement the appropriate analytic methods for projects of various sizes and levels of complexityBe able to collaborate with internal and external partners to set up the infrastructure for Real World Evidence and digital projects.Take the lead on the design of processes for optimizing the speed and accuracy of data analysis Assist with leveraging technology to collect higher quality data and enhance user experience Be able to support, structure data generation when Digital Health tools are used in real world evidence generationRetrieve and organize various health or consumer data for analyses and interpretation.Generate, maintain, and monitor key performance indicators to help strategic decisionsClearly present data results to a variety of audiencesDevelop analytical dashboards and reports to provide data visibility and access when relevant Support the Data team and cooperate with data colleaguesIn data acquisition from primary and secondary sourcesAnalyzing data sets to spot trends and patterns that can be translated into actionable insightsAdvanced Degree with the likes of IT, mathematics, statistics, computer science or health services researchExperience working in healthcare/life science industries, and with Real World Data is of added valueExperience programming in a statistical language (Python, R, Stata)Highly IT literate with in-depth knowledge of multiple data platforms (Azure, AWS) and technologies (e.g. Databricks)Ability to influence and collaborate with regional and global IT to realize process improvement & data model developmentExperience in developing analytic dashboards for both internal and external consumptionBusiness analytics experience with understanding of app-based engagement/utilization metricsCuriosity, creativity and passion to solve business problems/opportunities with data transformation and data insights with advanced visualizations (Power BI).Danone is a global food company holding top positions in healthy food through its three businesses Essential Dairy & Plant Based Products, Specialised Nutrition and Waters. Its mission, bringing health through food to as many people as possible, embodies commitment to human progress and business success. This gives meaning to the work of our 100,000 Danoners worldwide on an everyday basis.A healthy body needs healthy food. And healthy food needs a healthy planet. This is what our new signature One Planet One Health embodies.For passionate people looking for autonomy and exciting career opportunities, Danone truly has something special inside!
"
Singapore,Data Analyst_Beginner,ERROR COMPANY,"
              Singapore, Singapore
            ","
          Full-time
        ","
            Entry level
          ","
            Be among the first 25 applicants
          ","
Setup, track and manage the Department’s implementation (e2e) within agreed timeline, effort and quality across the Banking’s Group Work with various functions, locations and technology team on Financials & Project benefit tracking within agreed cost targetProvide and support Management Updates, Communications & engagement including running of monthly data forum (internal/ external) Drives Standards, Controls & Repository Management across the Department’s Data team for team governanceGovern regional department’s Data access and data management for analytics purposeChampion ‘Data-First’ and Strategize & Drive Department’s Programme in Banking’s Group Coordination with stakeholders for approvals, development and implementation of projects.Ongoing evaluation of existing solution, identification of gaps and implementation of enhancements to improve the usage and efficacy. Implementation and Scaling up of developed solution through trainings, interactions with stakeholders etc.Setting up of key performance indicators and MIS formats for evaluation of solution post launch. Responsible for business communication and updates to senior management for Digital Projects.
"
Singapore,Data Analyst,"
                Manpower Singapore
              ","
              Singapore, Singapore
            ","
            Information Technology
          ","
          Full-time
        ","
          35 applicants
        ","
ResponsibilitiesWork with business users and data platform team for requirement gathering andprocess collaborationDevelop data processing pipelines for data modelling, analysis, and reporting fromlarge and complex transaction datasetsBuild BI dashboards with Tableau and internal BI tools for data insights and business supportRequirementsDegree in Computer Science or related technical field2+ years of working experience in SQLKnowledge in data analysis, BI dashboards with Tableau and other BI tools a plusGood analytical and technical skills in building batch/streaming data pipelines for big dataInterested applicants, please submit your resume to: abelene.kang@manpower.com.sgAbelene Marianne Kang Mrs Abelene Marianne Rozario R2089914EA License No: 02C3423 Reg No: 199505951HKang Abelene Marianne Mrs Rozario Abelene MarianneEA License No.: 02C3423 | Personnel Reg No.: R2089914Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.manpower.com.sg/privacy-policy
"
